"Station
Code","Name of the monitoring location","State","Temperature
(°C)","Dissolved
Oxygen
"3852","BANSAGAR CANAL AT SON RIVER, WATER SAMPLE AT
BAGHWAR VILLAGE, NEAR TOL PLAZA, DIST SIDHI","MADHYA
PRADESH","19","29","7.2","7.4","7.7","8.2","279","316","1.0","1.3","0.84","1.07","2","2","40","41","2","2"
"1612","RIVER SONE AT DEVLOAD OUT LET OF BANSAGAR DAM,
M.P","MADHYA
PRADESH","21","31","6.9","7.9","7.3","7.9","191","414","1.0","1.7","0.32","0.38","2","2","27","50","",""
"1371","RIVER SONE AT AMLAI, M.P.","MADHYA
PRADESH","20","31","6.9","7.9","6.9","8.0","219","4136","1.2","1.8","0.32","0.42","2","2","31","80","",""
"3846","RIVER SONE AT JARWAHI NEAR ROAD BRIDGE,
SHAHDOL","MADHYA
PRADESH","20","31","6.8","8.0","6.8","8.3","213","409","1.0","2.3","0.32","1.36","2","2","37","110","",""
"3327","RIVER SONE AT BHATURAGHAT NEAR ROAD BRIDGE,
AMLAI","MADHYA
PRADESH","20","31","6.7","7.5","7.2","8.1","241","4362","1.1","1.8","0.35","0.92","2","2","37","84","2","2"
"1142","RIVER SONE AT CHACHAI, M.P.","MADHYA
PRADESH","20","30","6.8","8.0","7.1","7.9","211","2484","1.2","1.7","0.32","0.40","2","2","31","84","2","2"
"1610","RIVER SONE AT ORIGIN AMARKANTAK, M.P","MADHYA
PRADESH","20","31","6.7","6.9","6.5","7.4","178","1894","1.0","1.1","0.32","0.36","2","2","2","13","",""
"1611","RIVER JOHILA NEAR NAROJABAD NEAR UMARIA ROAD
BRIDGE, M.P","MADHYA
PRADESH","20","30","1.4","7.9","7.5","8.2","206","3872","1.1","1.7","0.32","0.54","2","2","31","73","2","2"
"2116","RIVER BEEHAR D/S NEAR FOREST OFFICE","MADHYA
PRADESH","20","31","6.8","7.5","7.6","8.4","262","588","1.4","1.8","0.89","1.26","2","4","43","130","2","2"
"1608","RIVER SINDH AT DABRA, M.P","MADHYA
PRADESH","16","25","7.2","7.9","6.6","7.6","300","620","1.6","1.7","0.51","1.50","2","6","12","26","",""
"3306","RIVER CHOUPAN U/S AT
VIJAYPUR , GUNA","MADHYA
PRADESH","21","26","7.0","7.9","7.2","7.6","340","620","1.2","1.8","0.53","1.50","2","6","23","28","",""
"3307","RIVER CHOUPAN D/S AFTER NFL NALLA, AT VIJAYPUR
,GUNA","MADHYA
PRADESH","20","26","7.1","7.7","7.2","7.6","305","620","1.2","1.9","0.36","1.50","2","6","24","29","",""
"3311","RIVER JAMUNI AT BARIYAGHAT U/S NEAR INTAKE
POINT, TIKAMGARH","MADHYA
PRADESH","18","31","6.9","7.5","7.0","8.2","274","2964","1.2","1.9","0.32","0.44","2","2","34","46","2","2"
"2396","RIVER JUMAR AT KANKE DAM","JHARKHAND","9","26","5.4","7.3","6.5","7.6","","","2.0","2.8","","","","","","","",""
"4085","RIVER JUMAR AT BIT MESRA, RANCHI","JHARKHAND","10","27","3.4","6.0","6.5","6.6","","","1.6","2.6","","","","","","","",""
"2401","RIVER AJAY AT MASANJORE DAM","JHARKHAND","17","30","6.2","9.2","7.3","8.5","104","138","1.1","1.3","","","","","","","",""
"2390","RIVER KONAR AT TENUGHAT DAM","JHARKHAND","15","30","7.6","7.7","7.4","7.6","","","1.0","1.6","","","","","","","",""
"3554","RIVER KONAR NEAR SWANG COAL WASHERY, BOKARO","JHARKHAND","19","32","7.2","7.6","7.3","7.6","","","1.2","2.2","","","","","","","",""
"4000","RIVER GARGA NEAR TELMUCHO BRIDGE","JHARKHAND","18","37","6.2","7.5","7.2","7.6","","","1.8","3.0","","","","","","","",""
"2381","RIVER BOKARO AT ZARANGDIH BRIDGE","JHARKHAND","19","32","7.2","7.6","7.3","7.5","","","1.4","2.6","","","","","","","",""
"4490","RIVER KURWA DUMKA WATER INTAKE POINT","JHARKHAND","17","28","6.5","8.1","7.2","7.7","116","132","1.1","1.3","","","","","","","",""
"4745","RIVER KHARKHAI BEFORE MEETING SWARNREKHA
RIVER","JHARKHAND","18","36","4.4","7.2","6.6","7.7","238","276","2.2","4.2","","","","","","","",""
"Station
Code","Name of the monitoring Location","State","Temperature
(°C)","Dissolved
Oxygen
(mg/L)","pH","Conductivity
(µmho/cm)","BOD (mg/L)","NitrateN +
NitriteN(mg/L)","Fecal Coliform
(MPN/100ml)","Total Coliform
(MPN/100ml)","Fecal Streptococci
(MPN/100ml)"
"Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max"
"","","","","> 5.0 mg/ L","6.5 - 8.5","","< 3.0 mg/ L","","< 2500 MPN/ 100 Ml","","< 500 MPN/ 100 Ml"
"4747","RIVER KOINA RIVER, MANOHARPUR, W.S","JHARKHAND","19","39","6.6","7.7","7.3","7.8","190","264","1.0","2.6","","","","","","","",""
"2567","RIVER KAMALA AT BENIPATTI (MADHUBANI)","BIHAR","15","28","7.1","8.0","7.1","7.7","209","432","1.0","2.3","0.30","0.39","2","54000","2","160000","2","94"
"2569","RIVER KAMALA AT GAUSAGHAT, DARBHANGA","BIHAR","13","29","6.4","7.8","7.3","7.9","178","574","1.3","2.6","0.30","0.39","2200","35000","2800","92000","2","110"
"3133","RIVER KAMALA AT KAMALA GHAT NEAR BARRAGE
ATJAYNAGAR , MADHUBANI","BIHAR","16","29","6.8","8.1","7.0","8.1","240","402","1.2","2.1","0.30","0.36","130","17000","170","22000","2","4"
"4299","RIVER KAMALA (BIHAR) AT JEEWACH GHAT,
DARBHANGA","BIHAR","17","29","6.2","7.7","7.4","7.7","211","563","1.1","2.9","0.30","0.80","33","17000","49","24000","2","4"
"2572","RIVER MAHANANDA AT THAKURGANJ, KISHANGANJ
ROAD BRIDGE, KISHANGANJ","BIHAR","15","32","7.3","8.2","7.1","7.6","82","272","1.0","2.4","0.30","0.56","140","35000","260","54000","2","94"
"Station
Code","Name of the monitoring Location","State","Temperature
(°C)","Dissolved
Oxygen
(mg/L)","pH","Conductivity
(µmho/cm)","BOD (mg/L)","NitrateN +
NitriteN(mg/L)","Fecal Coliform
(MPN/100ml)","Total Coliform
(MPN/100ml)","Fecal Streptococci
(MPN/100ml)"
"Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max"
"","","","","> 5.0 mg/ L","6.5 - 8.5","","< 3.0 mg/ L","","< 2500 MPN/ 100 Ml","","< 500 MPN/ 100 Ml"
"1336","RIVER BARAKAR AT ASANSOL (WATER INTAKE POINT),
BURDWAN,WEST BENGAL","WEST BENGAL","20","36","7.4","8.9","6.4","8.1","179","397","2.2","2.6","0.51","3.77","1100","3200","2200","7000","14","26"
"2392","RIVER BARAKAR AT MAITHAN DAM","JHARKHAND","16","29","7.4","7.9","7.4","7.7","","","1.3","1.9","","","","","","","",""
"1331","RIVER DAMODAR AT DISHERGARH VILL.(NR.BIHAR-
WEST BENGAL BORDER) , BURDWAN,WEST BENGAL","WEST BENGAL","21","37","7.4","8.9","6.7","7.9","191","322","1.8","2.5","0.33","1.22","1100","3400","1700","7900","11","24"
"1332","RIVER DAMODAR AT D/S OF IISCO AFTER 3RD OUTFALL
AT DHENNA VILLAGE, BURDWAN,WEST BENGAL","WEST BENGAL","21","37","7.3","8.9","7.0","7.8","213","399","2.0","2.5","0.69","1.79","1400","2600","1700","4000","14","27"
"Station
Code","Name of the monitoring Location","State","Temperature
(°C)","Dissolved
Oxygen
(mg/L)","pH","Conductivity
(µmho/cm)","BOD (mg/L)","NitrateN +
NitriteN(mg/L)","Fecal Coliform
(MPN/100ml)","Total Coliform
(MPN/100ml)","Fecal Streptococci
(MPN/100ml)"
"Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max"
"","","","","> 5.0 mg/ L","6.5 - 8.5","","< 3.0 mg/ L","","< 2500 MPN/ 100 Ml","","< 500 MPN/ 100 Ml"
"1333","RIVER DAMODAR AT NARAINPUR AFTER CONFL. OF
NUNIA NALLAH, BURDWAN,WEST BENGAL","WEST BENGAL","19","35","7.3","8.8","7.5","8.3","219","469","2.0","2.7","0.86","4.76","1400","2700","2100","4300","14","27"
"1334","RIVER DAMODAR NEAR MUJHER MANA VILLAGE AFTER
CONF. OF TAMLA NALLAH, BURDWAN,WEST BENGAL","WEST BENGAL","18","33","6.6","8.7","7.1","7.8","205","707","2.4","3.0","0.30","8.82","1100","2600","2100","3900","11","27"
"2382","RIVER DAMODAR AT PHUSRO ROAD BRIDGE","JHARKHAND","17","30","7.4","7.6","7.4","7.5","","","1.6","2.9","","","","","","","",""
"2383","RIVER DAMODAR U/S JAMADOBA WATER WORKS","JHARKHAND","21","34","7.5","7.9","7.3","7.5","","","1.8","2.4","","","","","","","",""
"2384","RIVER DAMODAR AT DOMGARH WATER WORKS D/S
SINDRI","JHARKHAND","23","35","7.3","7.8","7.4","7.6","","","1.6","2.4","","","","","","","",""
"2391","RIVER DAMODAR AT PANCHET DAM","JHARKHAND","17","30","7.2","7.8","7.3","7.6","","","1.4","2.1","","","","","","","",""
"2527","RIVER WATER INTAKE POINT FOR BURDWAN TOWN,
BURDWAN","WEST BENGAL","15","32","7.3","9.0","7.0","8.4","186","487","2.0","2.5","0.45","8.65","930","2200","1100","3300","11","22"
"3553","RIVER DAMODAR NEAR TELMUCHO BRIDGE","JHARKHAND","18","38","7.2","8.2","7.5","7.6","","","1.9","2.8","","","","","","","",""
"3555","RIVER DAMODAR NEAR ZARANGDIH BRIDGE, BOKARO","JHARKHAND","18","31","7.4","7.8","7.5","7.6","","","1.4","2.9","","","","","","","",""
"3556","RIVER DAMODAR AT CONFLUENCE OF BOKARO &
DAMODAR NEAR ZARANGDIH BRIDGE, BOKARO","JHARKHAND","19","30","7.4","7.5","7.2","7.5","","","1.4","2.7","","","","","","","",""
"3557","RIVER DAMODAR NEAR BERMO RAILWAY STATION,
BOKARO","JHARKHAND","18","30","7.4","7.6","7.3","7.6","","","1.5","2.8","","","","","","","",""
"4083","RIVER DAMODAR NEAR ROHINI PROJECT, NK AREA, PO-
DAKRA, RANCHI","JHARKHAND","10","28","7.0","8.0","6.6","7.4","","","2.0","3.0","","","","","","","",""
"30066","RIVER DAMODAR AT SINDRI","JHARKHAND","25","31","7.3","12.5","6.4","8.8","205","515","1.0","2.0","0.32","0.71","130","2800","780","22000","45","330"
"30065","RIVER DAMODAR AT DISHERGARH (WEST BENGAL)","WEST BENGAL","20","30","7.1","9.5","7.3","8.3","164","300","1.0","2.0","0.32","0.38","170","5400","780","92000","45","460"
"10107","RIVER DAMODAR AT ANDAL U/S, BURDWAN","WEST BENGAL","19","35","7.2","9.2","7.4","8.0","272","780","2.2","2.9","0.62","3.16","1400","2600","2100","7000","17","26"
"10108","RIVER DAMODAR AT ANDAL D/S, BURDWAN","WEST BENGAL","19","35","7.1","8.9","7.3","8.3","252","504","2.1","2.7","0.78","3.62","1100","2600","2200","4900","11","26"
"10109","RIVER DAMODAR AT ASANSOL U/S, BURDWAN","WEST BENGAL","19","37","7.4","9.0","7.3","7.9","185","353","1.6","2.1","0.70","1.96","1300","2600","1700","4600","13","27"
"10110","RIVER DAMODAR AT DURGAPUR U/S, BURDWAN","WEST BENGAL","19","34","7.2","8.8","7.4","8.7","251","542","2.1","2.7","0.65","4.46","1100","2500","1700","3300","17","27"
"Station
Code","Name of the monitoring Location","State","Temperature
(°C)","Dissolved
Oxygen
(mg/L)","pH","Conductivity
(µmho/cm)","BOD (mg/L)","NitrateN +
NitriteN(mg/L)","Fecal Coliform
(MPN/100ml)","Total Coliform
(MPN/100ml)","Fecal Streptococci
(MPN/100ml)"
"Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max"
"","","","","> 5.0 mg/ L","6.5 - 8.5","","< 3.0 mg/ L","","< 2500 MPN/ 100 Ml","","< 500 MPN/ 100 Ml"
"10111","RIVER DAMODAR AT RANIGANJ D/S, BURDWAN","WEST BENGAL","18","34","7.1","8.9","7.3","8.2","313","487","2.0","2.8","0.85","4.03","1700","2600","2200","3900","14","27"
"4738","RIVER JAMUNIA NEAR LOHAPATTI BRIDGE, MAHUDA,
DHANBAD","JHARKHAND","20","36","7.0","7.6","7.3","7.6","","","2.2","2.9","","","","","","","",""
"4739","RIVER KATRI RIVER, NEAR BHATINDA FALL, AT-
TETENGABAD, MOONIDIH, DHANBAD","JHARKHAND","17","36","6.0","7.5","7.2","7.5","","","1.8","2.4","","","","","","","",""
"4742","RIVER GALUDIH BARRAGE, GALUDIH, E.S","JHARKHAND","19","40","7.0","7.9","7.0","7.9","196","236","1.0","2.2","","","","","","","",""
"2517","RIVER MATHABHANGA, GOBINDAPUR, NADIA","WEST BENGAL","22","34","1.2","5.3","6.6","7.9","258","889","2.3","4.1","0.35","1.17","17000","110000","49000","240000","940","3500"
"30064","RIVER MATHABHANGA AT GOVINDPUR (WEST BENGAL)","WEST BENGAL","20","31","0.3","1.9","7.1","7.6","238","767","3.0","26.0","0.32","0.32","2800","160000","79000","920000","270","1400"
"1764","RIVER CHURNI D/S OF RANAGHAT TOWN, WEST
BENGAL","WEST BENGAL","21","32","1.6","5.8","6.8","7.9","318","913","2.1","3.1","0.30","2.51","9400","28000","33000","79000","700","1700"
"2518","RIVER CHURNI, MAJHADIA, NADIA","WEST BENGAL","21","33","1.3","5.6","6.7","7.9","257","854","2.3","3.5","0.30","1.15","2400","17000","13000","79000","430","1300"
"2541","RIVER DWARAKESHWAR WATER INTAKE POINT FOR
BANKURA TOWN ON DWARAKESHWAR, BANKURA","WEST BENGAL","19","34","7.3","8.9","7.3","8.3","234","455","2.0","2.6","0.30","1.35","1700","3300","2100","8400","17","27"
"2514","RIVER JALANGI, D/S OF KRISHNA NAGAR, NADIA","WEST BENGAL","21","34","1.9","8.7","7.0","7.8","300","764","1.8","2.9","0.30","1.02","2200","5400","7900","33000","140","490"
"1337","RIVER RUPNARAYAN BEFORE CONFL. TO GANGA NEAR
GEONKHALI,MEDINIPOREÂ€, WEST BENGAL","WEST BENGAL","22","34","5.0","7.2","7.7","8.4","441","5471","1.0","2.9","0.30","2.13","3300","14000","7000","22000","110","490"
"2509","RIVER D/S OF RUPNARAYAN AT KOLAGHAT, NEAR
KOLAGHAT RAIL BRIDGE NO.3,MEDINIPOREÂ€","WEST BENGAL","20","34","5.2","8.6","7.4","8.6","222","2130","1.1","2.6","0.30","2.03","2300","7900","4600","11000","68","230"
"2531","RIVER U/S OF TARAPITH ON DWARKA AT SADHAK
BAMDEB GHAT, BIRBHUM","WEST BENGAL","18","35","1.2","10.2","7.2","8.6","179","777","2.5","7.4","0.42","5.97","1700","3300","3400","7900","17","33"
"2532","RIVER D/S OF TARAPITH ON DWARKA, SATIGHAT","WEST BENGAL","18","36","3.5","10.5","6.9","8.0","168","1054","2.7","9.3","0.66","2.44","2100","3900","3900","9400","17","33"
"2549","RIVER U/S OF BINDYADHARI AT HAROA BRIDGE, 24
PARGANAS(N)","WEST BENGAL","18","33","0.3","2.0","7.2","7.7","570","4378","6.2","15.7","0.64","1.79","7800","170000","33000","240000","230","5400"
"2550","RIVER D/S OF BIDYADHARI AT MALANCHA BURNING
GHAT","WEST BENGAL","20","32","0.6","1.8","7.1","7.7","1029","34920","4.4","16.8","0.51","2.99","6800","94000","11000","170000","270","2400"
"Station
Code","Name of the monitoring Location","State","Temperature
(°C)","Dissolved
Oxygen
(mg/L)","pH","Conductivity
(µmho/cm)","BOD (mg/L)","NitrateN +
NitriteN(mg/L)","Fecal Coliform
(MPN/100ml)","Total Coliform
(MPN/100ml)","Fecal Streptococci
(MPN/100ml)"
"Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max"
"","","","","> 5.0 mg/ L","6.5 - 8.5","","< 3.0 mg/ L","","< 2500 MPN/ 100 Ml","","< 500 MPN/ 100 Ml"
"2507","RIVER D/S OF KANSI AT MIDNAPORE, NEAR NEW
HANUMAN MANDIR, GANDHIGHAT, MEDINIPORE(W)","WEST BENGAL","16","33","5.3","8.9","6.8","8.4","209","552","1.3","2.7","0.30","0.73","2200","17000","4600","22000","68","490"
"2525","RIVER MAHANANDA D/S, RAMGHAT, DARJEELING","WEST BENGAL","21","33","2.3","6.8","6.7","7.8","114","335","5.8","29.0","0.30","5.81","50000","1300000","160000","2800000","1100","16000"
"1946","RIVER MAHANANDA AT SILIGURI, DARJEELING","WEST BENGAL","21","32","5.4","7.7","6.5","7.6","97","195","1.0","3.0","0.30","6.34","13000","240000","30000","900000","49","540"
"4727","RIVER MECHI AT NEHALJOTE","WEST BENGAL","16","32","6.0","8.4","6.4","7.8","53","166","1.0","2.8","0.30","1.70","2300","13000","5000","28000","11","49"
"4722","RIVER BALASON AT KHAPRAIL MORE","WEST BENGAL","17","34","6.1","8.5","6.5","7.9","43","137","1.0","2.9","0.30","1.81","2300","24000","8000","50000","13","920"
"2508","RIVER D/S OF SILABATI AT GHATAL, MEDINIPORE(W)","WEST BENGAL","20","34","5.2","8.8","7.0","8.0","186","591","1.2","2.7","0.30","1.36","3300","13000","7000","22000","92","490"
"2534","RIVER WATER INTAKE POINT FOR SURI TOWN ON
MAYURAKSHI, BIRBHUM","WEST BENGAL","16","33","7.2","9.0","7.0","8.4","153","313","1.6","1.9","0.30","0.97","1400","2300","1700","3900","14","33"
"4710","RIVER HALDI AT NORGHAT","WEST BENGAL","21","34","5.1","6.7","7.4","8.4","544","17320","1.0","2.7","0.30","1.43","4900","17000","11000","35000","200","490"
"4711","RIVER RASULPUR AT RASULPUR GHAT","WEST BENGAL","22","34","5.1","6.6","7.5","8.5","1427","30420","1.2","2.7","0.30","1.60","2200","7000","7000","14000","93","330"
"Station
Code","Name of the monitoring Location","State","Temperature
(°C)","Dissolved
Oxygen
(mg/L)","pH","Conductivity
(µmho/cm)","BOD (mg/L)","NitrateN +
NitriteN(mg/L)","Fecal Coliform
(MPN/100ml)","Total Coliform
(MPN/100ml)","Fecal Streptococci
(MPN/100ml)"
"Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max"
"","","","","> 5.0 mg/ L","6.5 - 8.5","","< 3.0 mg/ L","","< 2500 MPN/ 100 Ml","","< 500 MPN/ 100 Ml"
"2950","RIVER BANAS AT DHANARI DAM, NEAR SWAROOPGANJ,
SIROHI, RAJASTHAN","RAJASTHAN","20","33","5.0","6.6","7.2","8.6","358","761","1.0","2.0","1.87","2.93","2","2","4","9","2","2"
"2951","RIVER BANAS BISULPUR DAM, TONK, RAJASTHAN","RAJASTHAN","16","29","5.3","7.3","7.8","8.6","342","502","1.0","1.6","0.62","1.82","130","280","170","430","31","58"
"4167","RIVER BANAS AT TRIVENI SANGAM, BHILWARA","RAJASTHAN","21","25","5.3","8.1","7.6","8.1","334","713","1.6","2.9","1.12","3.23","130","280","210","350","22","43"
"2952","RIVER NEAR NEWTA DAM,JAIPUR,RAJSTHAN","RAJASTHAN","15","36","1.0","4.3","8.3","9.7","538","3580","9.0","36.5","1.43","5.00","46","430","430","920","5","140"
"4790","RIVER PIPLADAT PIPLAD DAM, BHAWANI MANDI","RAJASTHAN","19","33","4.0","6.0","7.3","9.1","423","834","1.7","3.1","1.13","3.45","210","350","350","540","39","63"
"4770","RIVER KOTHARI AT MEJA DAM BHILWARA (UPSTREAM
OF KOTHARI RIVER)","RAJASTHAN","22","25","5.3","7.9","7.3","8.6","239","837","1.7","2.9","1.37","2.92","120","350","280","540","33","63"
"Station
Code","Name of the monitoring Location","State","Temperature
(°C)","Dissolved
Oxygen
(mg/L)","pH","Conductivity
(µmho/cm)","BOD (mg/L)","NitrateN +
NitriteN(mg/L)","Fecal Coliform
(MPN/100ml)","Total Coliform
(MPN/100ml)","Fecal Streptococci
(MPN/100ml)"
"Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max"
"","","","","> 5.0 mg/ L","6.5 - 8.5","","< 3.0 mg/ L","","< 2500 MPN/ 100 Ml","","< 500 MPN/ 100 Ml"
"5468","RIVER KOTHARI AT KOTHARI DAM, BHILWARA","RAJASTHAN","21","25","5.1","8.0","7.4","8.8","481","1321","2.3","4.2","1.42","2.92","210","350","280","430","33","63"
"4172","RIVER BERACH AT GHOSUNDA DAM, CHITTORGARH","RAJASTHAN","21","32","4.8","6.6","7.3","8.4","728","810","2.8","4.1","2.54","4.07","49","120","110","240","12","21"
"4175","RIVER BERACH, NEAR HOTEL PADMINI, CHITTORGARH","RAJASTHAN","19","34","3.9","5.7","7.2","8.2","914","980","2.2","3.7","2.44","3.86","48","94","100","170","9","24"
"4804","RIVER BERACH NEAR VILLAGE-NAGARI, CHITTORGARH","RAJASTHAN","19","34","3.6","6.4","7.0","8.3","819","980","2.1","3.5","2.19","2.98","48","84","110","150","12","70"
"4173","RIVER GAMBHIRI AT GAMBHIRI DAM, NIMBAHERA-
TEHSIL, CHITTORGARH","RAJASTHAN","21","35","5.0","6.8","7.2","8.0","615","720","1.7","2.9","2.04","3.95","43","94","120","220","11","24"
"4174","RIVER GAMBHIRI NEAR BUS STAND (OLD CITY BRIDGE),
CHITTORGARH,RAJASTHAN","RAJASTHAN","19","35","1.8","5.8","7.0","8.4","910","968","2.4","3.4","2.03","3.78","48","110","120","210","12","24"
"2945","RIVER CHHAPI AT CHHAPI DAM UPSTREAM , JHALAWAR,
RAJASTHAN","RAJASTHAN","20","35","4.9","6.9","7.7","8.4","253","390","1.0","1.8","0.92","1.92","130","350","210","430","22","49"
"2946","RIVER UJAD AT BHIM SAGAR DAM UPSTREAM ,
JHALAWAR, RAJASTHAN","RAJASTHAN","19","33","5.6","6.4","7.8","8.4","236","337","1.0","1.8","0.72","1.82","140","220","210","350","23","41"
"4772","RIVER KELWARA RESERVIOR, N/V KELWARA, TEHSIL-
KUMBHALGARH DIST- RAJSAMAND, (UPSTREAM OF
KHARI RIVER)","RAJASTHAN","22","30","4.4","5.2","7.5","7.9","683","768","2.2","3.4","1.65","3.84","8","94","110","220","17","21"
"Station
Code","Name of the monitoring Location","State","Temperature
(°C)","Dissolved
Oxygen
(mg/L)","pH","Conductivity
(µmho/cm)","BOD (mg/L)","NitrateN +
NitriteN(mg/L)","Fecal Coliform
(MPN/100ml)","Total Coliform
(MPN/100ml)","Fecal Streptococci
(MPN/100ml)"
"Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max"
"","","","","> 5.0 mg/ L","6.5 - 8.5","","< 3.0 mg/ L","","< 2500 MPN/ 100 Ml","","< 500 MPN/ 100 Ml"
"1262","RIVER BRAHMAPUTRA AT NIMATIGHAT, ASSAM","ASSAM","13","30","6.2","8.3","7.1","7.9","133","196","1.8","2.6","0.80","1.40","360","730","730","1500","130","280"
"1526","RIVER BRAHMPUTRA RIVER AT DHENUKHAPAHAR,
ASSAM","ASSAM","18","28","6.5","7.5","7.0","7.8","118","168","2.0","2.5","0.80","1.20","600","1100","1100","2100","210","290"
"Station
Code","Name of the monitoring Location","State","Temperature
(°C)","Dissolved
Oxygen
(mg/L)","pH","Conductivity
(µmho/cm)","BOD (mg/L)","NitrateN +
NitriteN(mg/L)","Fecal Coliform
(MPN/100ml)","Total Coliform
(MPN/100ml)","Fecal Streptococci
(MPN/100ml)"
"Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max"
"","","","","> 5.0 mg/ L","6.5 - 8.5","","< 3.0 mg/ L","","< 2500 MPN/ 100 Ml","","< 500 MPN/ 100 Ml"
"1030","RIVER BRAHMAPUTRA AT DIBRUGARH, ASSAM","ASSAM","19","28","5.3","8.8","6.9","7.6","108","192","2.0","2.5","0.70","1.20","360","1100","910","2000","120","290"
"1031","RIVER BRAHMAPUTRA AT PANDU, ASSAM","ASSAM","18","30","6.3","10.5","7.0","7.7","134","192","2.1","2.8","0.80","1.90","910","1100","1900","2100","240","290"
"1298","RIVER DISANG AT GUDAMGHAT, ASSAM","ASSAM","16","34","5.2","7.6","7.2","7.8","98","168","1.8","2.5","0.80","1.20","360","950","730","2300","130","340"
"2069","RIVER BRAHMPUTRA NEAR WATER INTAKE POINT AT
KACHARIGHAT, PANBAZAR, GUWAHATI, ASSAM","ASSAM","19","30","6.2","10.2","6.5","8.0","140","202","2.0","2.5","0.60","1.10","910","1100","1600","2100","290","290"
"2064","RIVER BRAHMAPUTRA AT CHANDRAPUR, GUWAHATI,
ASSAM","ASSAM","18","30","5.3","10.6","7.1","7.6","126","192","2.0","2.6","0.60","1.20","720","1100","1400","2100","210","290"
"2067","RIVER BRAHMPUTRA AT SUALKUCHI, DIST. KAMRUP,
ASSAM","ASSAM","18","32","7.3","9.9","7.0","8.0","110","178","2.0","2.3","0.60","1.40","720","1100","1500","2100","210","290"
"2066","RIVER BRAHMAPUTRA AT DHUBRI, ASSAM","ASSAM","18","32","5.5","7.1","6.8","7.4","128","154","1.9","2.5","0.80","1.20","620","1100","1500","2100","210","290"
"3781","RIVER BRAHAMPUTRA AT BOGIBEEL BRIDGE, BOGIBEEL,
DIBRUGARH","ASSAM","17","27","5.8","8.9","7.0","8.0","120","146","2.0","2.6","0.60","1.00","730","1100","1500","2100","210","290"
"4004","RIVER BRAHMAPUTRA AT BISWANATH GHAT","ASSAM","16","28","5.4","7.7","6.9","7.7","92","152","1.8","2.3","0.60","1.40","610","1100","1400","2000","210","290"
"5610","RiverÂ Brahmaputra At Matia (Bahati Ghat)","ASSAM","16","33","5.4","8.7","7.0","7.8","128","166","2.0","2.6","0.70","1.20","360","910","910","2100","95","290"
